,Customer_ID,Customer_Name,Age,Gender,Location,Product_Category,Product_ID,Purchase_Date,Purchase_Amount,Payment_Method,Rating,Feedback_Comments,Customer_Lifetime_Value,Loyalty_Score,Discount_Applied,Return_Status,Customer_Segment,Preferred_Shopping_Channel,id_name_meerge,CID_PID_CH,CID_PID,log1p_Purchase_Amount,log1p_Customer_Lifetime_Value,log1p_Loyalty_Score,is_discount,is_return,is_online,is_instore,is_both,last_purchase,frequency,monetary,avg_purchase,avg_rating,discount_rate,return_rate,online_share,instore_share,both_share,loyalty_avg,clv_latest,clv_mean,recency_days,loyalty_score_engineered,Customer_Segment_Recomputed,_merge
10,11685,Eve,56.0,Other,New York,Books,715,2020-01-01,25.71112337632538,Bank Transfer,2.0,Good,287.6999803763301,55,No,No,Regular,Online,11685_Eve,11685_715_Online,715_Eve,3.2850800845049624,5.665388018696356,4.02535169073515,0,0,1,0,0,2020-01-01,1,25.71112337632538,25.71112337632538,2.0,0.0,0.0,1.0,0.0,0.0,55.0,287.6999803763301,287.6999803763301,83,2,New,both
11,10769,Eve,39.0,Other,New York,Home Appliances,836,2020-01-01,310.0325315317944,PayPal,4.0,,2346.345641696344,86,Yes,No,VIP,In-Store,10769_Eve,10769_836_In-store,836_Eve,5.7398975097048455,7.761040454584551,4.465908118654584,1,0,0,1,0,2020-03-22,2,539.4992905055813,269.74964525279063,4.0,0.5,0.0,0.5,0.5,0.0,52.0,1987.052536425042,2166.699089060693,2,41,Regular,both
12,16949,John,58.0,Male,Houston,Toys,645,2020-01-01,360.925199708651,PayPal,5.0,Average,4178.94523654391,90,No,No,VIP,Online,16949_John,16949_645_Online,645_John,5.891437559835634,8.338053424127695,4.51085950651685,0,0,1,0,0,2020-02-03,3,809.5858699483692,269.86195664945643,3.3333333333333335,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,58.666666666666664,273.0501640787579,2950.875751808076,50,67,VIP,both
13,12433,John,22.0,Female,Houston,Clothing,335,2020-01-01,214.207039705786,Credit Card,3.0,,1697.167684627304,52,No,Yes,Regular,Online,12433_John,12433_335_Online,335_John,5.371600540140072,7.437305116192888,3.970291913552122,0,1,1,0,0,2020-03-06,2,580.5803535531745,290.29017677658726,3.5,0.0,1.0,1.0,0.0,0.0,66.5,4360.570395109269,3028.8690398682866,18,43,Regular,both
14,15311,Charlie,59.0,Male,San Francisco,Electronics,562,2020-01-01,381.0748303148845,Cash,,,3851.796962789508,27,Yes,Yes,New,In-Store,15311_Charlie,15311_562_In-store,562_Charlie,5.945616480299123,8.256554647361613,3.332204510175204,1,1,0,1,0,2020-01-01,1,381.0748303148845,381.0748303148845,0.0,1.0,1.0,0.0,1.0,0.0,27.0,3851.796962789508,3851.796962789508,83,20,New,both
15,15051,Eve,40.0,Male,New York,Toys,327,2020-01-01,121.2306366758261,Credit Card,2.0,Excellent,835.9148928477689,6,Yes,No,New,Online,15051_Eve,15051_327_Online,327_Eve,4.805909724609984,6.729722384134132,1.9459101490553132,1,0,1,0,0,2020-03-23,2,121.2306366758261,60.61531833791305,3.0,0.5,0.5,0.5,0.0,0.5,49.5,835.9148928477689,835.9148928477689,1,20,New,both
16,16420,Alice,34.0,Female,San Francisco,Toys,799,2020-01-01,118.4255296224302,Cash,5.0,Average,1677.421471373182,59,No,No,Regular,In-Store,16420_Alice,16420_799_In-store,799_Alice,4.782692994036384,7.425609030323065,4.0943445622221,0,0,0,1,0,2020-01-01,1,118.4255296224302,118.4255296224302,5.0,0.0,0.0,0.0,1.0,0.0,59.0,1677.421471373182,1677.421471373182,83,7,New,both
17,11184,John,29.0,Other,Houston,Electronics,924,2020-01-01,89.09432396691123,PayPal,4.0,,935.0825358214901,13,No,No,New,Online,11184_John,11184_924_Online,924_John,4.500857165592285,6.84170365188649,2.6390573296152584,0,0,1,0,0,2020-01-14,2,524.7221275169882,262.3610637584941,4.5,0.0,0.0,0.5,0.5,0.0,43.5,935.0825358214901,935.0825358214901,70,40,Regular,both
18,14555,Charlie,40.0,Female,Houston,Toys,582,2020-01-01,192.2774322966893,PayPal,1.0,Good,1798.198824137643,26,No,No,New,Both,14555_Charlie,14555_582_Both,582_Charlie,5.264126629769388,7.495096747097562,3.295836866004329,0,0,0,0,1,2020-03-12,3,548.3292001987663,182.77640006625543,2.3333333333333335,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,50.0,2290.801104697308,1579.0231971151318,12,54,Regular,both
19,13385,Eve,33.0,Other,Chicago,Home Appliances,529,2020-01-01,425.0358973406509,Bank Transfer,4.0,,5765.195187242348,64,Yes,Yes,Regular,In-Store,13385_Eve,13385_529_In-store,529_Eve,6.0545236087770515,8.659767729037533,4.174387269895637,1,1,0,1,0,2020-01-01,1,425.0358973406509,425.0358973406509,4.0,1.0,1.0,0.0,1.0,0.0,64.0,5765.195187242348,5765.195187242348,83,22,New,both
20,16396,Eve,20.0,Other,San Francisco,Toys,121,2020-01-01,415.6769104530415,PayPal,4.0,,5266.273975383519,13,No,No,New,In-Store,16396_Eve,16396_121_In-store,121_Eve,6.032311126413329,8.569268235480736,2.6390573296152584,0,0,0,1,0,2020-01-01,1,415.6769104530415,415.6769104530415,4.0,0.0,0.0,0.0,1.0,0.0,13.0,5266.273975383519,5266.273975383519,83,21,New,both
21,18666,Alice,47.0,Female,San Francisco,Home Appliances,442,2020-01-01,197.5838619021169,Cash,5.0,,2890.166581131101,47,Yes,Yes,Regular,Online,18666_Alice,18666_442_Online,442_Alice,5.291211489004809,7.969415360948215,3.871201010907891,1,1,1,0,0,2020-02-13,2,576.947568948704,288.473784474352,4.5,0.5,0.5,0.5,0.5,0.0,66.0,4874.454385394331,3882.310483262716,40,42,Regular,both
22,19274,Charlie,39.0,Male,New York,Clothing,139,2020-01-01,298.6681806303159,Credit Card,,Average,3043.604415047283,55,Yes,No,Regular,In-Store,19274_Charlie,19274_139_In-store,139_Charlie,5.702675797949756,8.021126258748021,4.02535169073515,1,0,0,1,0,2020-03-10,2,528.8503258277935,264.42516291389677,4.0,0.5,0.0,0.0,1.0,0.0,45.0,2487.019179730343,2765.311797388813,14,40,Regular,both
23,12558,Eve,26.0,Female,New York,Clothing,272,2020-01-01,363.1999950727086,Bank Transfer,4.0,Good,2256.03310034553,49,No,Yes,Regular,Online,12558_Eve,12558_272_Online,272_Eve,5.897703153764426,7.721806442348246,3.912023005428146,0,1,1,0,0,2020-01-01,1,363.1999950727086,363.1999950727086,4.0,0.0,1.0,1.0,0.0,0.0,49.0,2256.03310034553,2256.03310034553,83,19,New,both
24,17849,John,46.0,Other,Chicago,Books,538,2020-01-02,128.1913195677313,Cash,3.0,Excellent,735.278550815486,19,No,No,New,Both,17849_John,17849_538_Both,538_John,4.861294403083149,6.601608512910677,2.995732273553991,0,0,0,0,1,2020-01-02,1,128.1913195677313,128.1913195677313,3.0,0.0,0.0,0.0,0.0,1.0,19.0,735.278550815486,735.278550815486,82,7,New,both
25,12047,Alice,64.0,Female,Los Angeles,Home Appliances,278,2020-01-02,92.38913208842607,Credit Card,5.0,Excellent,543.468568156659,21,No,No,New,Both,12047_Alice,12047_278_Both,278_Alice,4.536774979668293,6.299810214640059,3.091042453358316,0,0,0,0,1,2020-01-02,1,92.38913208842607,92.38913208842607,5.0,0.0,0.0,0.0,0.0,1.0,21.0,543.468568156659,543.468568156659,82,6,New,both
26,12747,Charlie,54.0,Female,Los Angeles,Clothing,697,2020-01-02,486.3270366740324,Credit Card,5.0,,4754.768461677678,72,Yes,No,Regular,Online,12747_Charlie,12747_697_Online,697_Charlie,6.188935430916621,8.467113573210474,4.290459441148391,1,0,1,0,0,2020-01-02,1,486.3270366740324,486.3270366740324,5.0,1.0,0.0,1.0,0.0,0.0,72.0,4754.768461677678,4754.768461677678,82,25,New,both
27,19167,Alice,40.0,Other,Los Angeles,Toys,232,2020-01-02,312.6030834727131,Credit Card,2.0,,2249.468722858803,99,No,Yes,VIP,Both,19167_Alice,19167_232_Both,232_Alice,5.748128120930188,7.718893794773182,4.605170185988092,0,1,0,0,1,2020-01-02,1,312.6030834727131,312.6030834727131,2.0,0.0,1.0,0.0,0.0,1.0,99.0,2249.468722858803,2249.468722858803,82,16,New,both
28,19998,John,30.0,Male,San Francisco,Electronics,450,2020-01-02,490.8937036984953,PayPal,1.0,,2747.830335053543,72,Yes,Yes,Regular,Online,19998_John,19998_450_Online,450_John,6.198262643756974,7.918930767473201,4.290459441148391,1,1,1,0,0,2020-01-02,1,490.8937036984953,490.8937036984953,1.0,1.0,1.0,1.0,0.0,0.0,72.0,2747.830335053543,2747.830335053543,82,25,New,both
29,10189,Charlie,49.0,Female,San Francisco,Electronics,624,2020-01-02,175.5004336947923,Credit Card,5.0,,1407.517990179504,30,No,No,New,In-Store,10189_Charlie,10189_624_In-store,624_Charlie,5.173323333564623,7.250293359815267,3.4339872044851463,0,0,0,1,0,2020-01-02,1,175.5004336947923,175.5004336947923,5.0,0.0,0.0,0.0,1.0,0.0,30.0,1407.517990179504,1407.517990179504,82,10,New,both
30,12734,Alice,63.0,Other,Houston,Home Appliances,639,2020-01-02,354.4855329873245,PayPal,5.0,Excellent,3168.135404704659,40,No,No,New,Online,12734_Alice,12734_639_Online,639_Alice,5.873484553583522,8.061214086674815,3.713572066704308,0,0,1,0,0,2020-03-13,2,422.90753611807526,211.45376805903763,4.0,0.5,0.0,1.0,0.0,0.0,50.0,3168.135404704659,3168.135404704659,11,35,Regular,both
31,13005,Bob,69.0,Other,San Francisco,Books,605,2020-01-02,119.0757819052065,Credit Card,3.0,,1321.652324186231,72,No,No,Regular,Both,13005_Bob,13005_605_Both,605_Bob,4.788123059336528,7.187394336068661,4.290459441148391,0,0,0,0,1,2020-01-02,1,119.0757819052065,119.0757819052065,3.0,0.0,0.0,0.0,0.0,1.0,72.0,1321.652324186231,1321.652324186231,82,7,New,both
32,14658,John,64.0,Female,San Francisco,Toys,183,2020-01-02,137.9880839242173,Credit Card,5.0,,1218.877169740629,86,Yes,No,VIP,In-Store,14658_John,14658_183_In-store,183_John,4.934388202292004,7.106505452118208,4.465908118654584,1,0,0,1,0,2020-01-02,1,137.9880839242173,137.9880839242173,5.0,1.0,0.0,0.0,1.0,0.0,86.0,1218.877169740629,1218.877169740629,82,8,New,both
33,11899,John,65.0,Male,San Francisco,Home Appliances,563,2020-01-02,260.8320394221157,PayPal,4.0,Good,3808.951749358179,76,No,No,Regular,In-Store,11899_John,11899_563_In-store,563_John,5.567703227279324,8.245371803830103,4.343805421853684,0,0,0,1,0,2020-01-02,1,260.8320394221157,260.8320394221157,4.0,0.0,0.0,0.0,1.0,0.0,76.0,3808.951749358179,3808.951749358179,82,14,New,both
34,17734,John Jane Doe,40.0,Female,Chicago,Electronics,929,2020-01-02,166.6128814989549,PayPal,,Good,1962.597818205131,79,No,No,Regular,Online,17734_John Jane Doe,17734_929_Online,929_John Jane Doe,5.1216570436801625,7.582533691063465,4.382026634673881,0,0,1,0,0,2020-01-02,1,166.6128814989549,166.6128814989549,0.0,0.0,0.0,1.0,0.0,0.0,79.0,1962.597818205131,1962.597818205131,82,9,New,both
35,11267,Bob,62.0,Male,San Francisco,Home Appliances,960,2020-01-02,92.13456628188639,Cash,2.0,Average,770.6896449717811,43,No,No,Regular,Online,11267_Bob,11267_960_Online,960_Bob,4.534045396598473,6.6485824549101125,3.784189633918261,0,0,1,0,0,2020-01-02,1,92.13456628188639,92.13456628188639,2.0,0.0,0.0,1.0,0.0,0.0,43.0,770.6896449717811,770.6896449717811,82,5,New,both
36,11528,Bob,34.0,Male,New York,Toys,442,2020-01-02,138.8115439747697,Credit Card,4.0,Good,1081.051860354713,57,No,No,Regular,In-Store,11528_Bob,11528_442_In-store,442_Bob,4.94029540131741,6.986614388345352,4.060443010546419,0,0,0,1,0,2020-01-02,1,138.8115439747697,138.8115439747697,4.0,0.0,0.0,0.0,1.0,0.0,57.0,1081.051860354713,1081.051860354713,82,8,New,both
37,13556,Eve,57.0,Male,New York,Clothing,379,2020-01-02,27.51671328827367,PayPal,5.0,,353.7618249091465,6,No,No,New,In-Store,13556_Eve,13556_379_In-store,379_Eve,3.3504903465585403,5.871446648561845,1.9459101490553132,0,0,0,1,0,2020-01-02,1,27.51671328827367,27.51671328827367,5.0,0.0,0.0,0.0,1.0,0.0,6.0,353.7618249091465,353.7618249091465,82,2,New,both
38,13890,Alice,38.0,Male,Houston,Toys,965,2020-01-02,355.1675745239684,Cash,1.0,Good,4042.114034003081,43,No,No,Regular,Online,13890_Alice,13890_965_Online,965_Alice,5.875401335055467,8.30477047453687,3.784189633918261,0,0,1,0,0,2020-01-02,1,355.1675745239684,355.1675745239684,1.0,0.0,0.0,1.0,0.0,0.0,43.0,4042.114034003081,4042.114034003081,82,18,New,both
39,18838,Eve,19.0,Female,Chicago,Clothing,362,2020-01-02,251.1371619720722,Cash,5.0,Excellent,1284.899298753037,91,No,No,VIP,In-Store,18838_Eve,18838_362_In-store,362_Eve,5.529973232977391,7.15921359594071,4.5217885770490405,0,0,0,1,0,2020-01-02,1,251.1371619720722,251.1371619720722,5.0,0.0,0.0,0.0,1.0,0.0,91.0,1284.899298753037,1284.899298753037,82,13,New,both
40,15393,Alice,54.0,Other,New York,Clothing,265,2020-01-02,56.17910253821756,PayPal,2.0,Excellent,805.5470186365926,11,Yes,No,New,In-Store,15393_Alice,15393_265_In-store,265_Alice,4.046188491391796,6.6927621954773056,2.4849066497880004,1,0,0,1,0,2020-01-02,1,56.17910253821756,56.17910253821756,2.0,1.0,0.0,0.0,1.0,0.0,11.0,805.5470186365926,805.5470186365926,82,4,New,both
41,18792,Bob,23.0,Other,Chicago,Clothing,392,2020-01-02,94.13005663296069,Credit Card,1.0,,1332.128835211722,6,No,Yes,New,In-Store,18792_Bob,18792_392_In-store,392_Bob,4.555244972539966,7.195283966079778,1.9459101490553132,0,1,0,1,0,2020-01-02,1,94.13005663296069,94.13005663296069,1.0,0.0,1.0,0.0,1.0,0.0,6.0,1332.128835211722,1332.128835211722,82,6,New,both
42,18433,Bob,61.0,Other,Chicago,Home Appliances,608,2020-01-02,60.24192367519557,Cash,3.0,Good,823.1837966243362,70,Yes,Yes,Regular,Online,18433_Bob,18433_608_Online,608_Bob,4.114831982366604,6.71439355919234,4.2626798770413155,1,1,1,0,0,2020-01-02,1,60.24192367519557,60.24192367519557,3.0,1.0,1.0,1.0,0.0,0.0,70.0,823.1837966243362,823.1837966243362,82,4,New,both
43,17513,Eve,35.0,Other,Houston,Electronics,679,2020-01-02,310.1704760551794,Credit Card,3.0,,3906.989062722836,75,No,No,Regular,Both,17513_Eve,17513_679_Both,679_Eve,5.740340916515687,8.270778214469615,4.330733340286331,0,0,0,0,1,2020-01-02,1,310.1704760551794,310.1704760551794,3.0,0.0,0.0,0.0,0.0,1.0,75.0,3906.989062722836,3906.989062722836,82,16,New,both
44,12612,Charlie,47.0,Other,Chicago,Home Appliances,325,2020-01-02,0.0,Credit Card,5.0,Excellent,,20,No,Yes,New,In-Store,12612_Charlie,12612_325_In-store,325_Charlie,0.0,,3.044522437723423,0,1,0,1,0,2020-01-02,1,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,20.0,0.9,0.9122222222222223,82,1,New,both
45,17041,Eve,39.0,Other,San Francisco,Electronics,269,2020-01-02,379.5983431872559,Cash,5.0,Good,3151.53226652997,64,Yes,No,Regular,In-Store,17041_Eve,17041_269_In-store,269_Eve,5.941744601692448,8.055961303006352,4.174387269895637,1,0,0,1,0,2020-02-07,2,484.96177780629284,242.48088890314642,3.0,0.5,0.5,0.5,0.5,0.0,62.0,1560.570027048432,2356.051146789201,46,38,Regular,both
46,19555,Alice,50.0,Female,Chicago,Toys,697,2020-01-02,20.05035046699167,PayPal,1.0,,245.7658485823528,62,No,Yes,Regular,Online,19555_Alice,19555_697_Online,697_Alice,3.0469172092530554,5.508439905561424,4.143134726391533,0,1,1,0,0,2020-01-07,2,502.91584569285186,251.45792284642593,1.0,0.0,0.5,0.5,0.5,0.0,54.5,5129.293056344911,2687.529452463632,77,39,Regular,both
47,16235,Eve,47.0,Male,Houston,Books,744,2020-01-02,78.20202335141364,Credit Card,1.0,,,27,Yes,No,New,Both,16235_Eve,16235_744_Both,744_Eve,4.372001845860385,,3.332204510175204,1,0,0,0,1,2020-01-02,1,78.20202335141364,78.20202335141364,1.0,1.0,0.0,0.0,0.0,1.0,27.0,0.9,0.9122222222222223,82,5,New,both
48,15486,John,34.0,Other,Houston,Toys,547,2020-01-03,446.4266711870345,Bank Transfer,5.0,,3628.559226985717,7,No,No,New,In-Store,15486_John,15486_547_In-store,547_John,6.103512661018661,8.19686649481347,2.0794415416798357,0,0,0,1,0,2020-01-22,2,688.6473540335185,344.32367701675923,3.0,0.0,0.0,0.0,1.0,0.0,32.5,3250.636798310987,3439.598012648352,62,48,Regular,both
49,17099,Alice,60.0,Female,Houston,Home Appliances,789,2020-01-03,0.0,PayPal,2.0,Excellent,,3,No,No,New,Online,17099_Alice,17099_789_Online,789_Alice,0.0,,1.3862943611198906,0,0,1,0,0,2020-03-06,2,206.3223457345971,103.16117286729855,2.0,0.0,0.0,1.0,0.0,0.0,38.0,2122.33658919382,2122.33658919382,18,24,New,both
50,19670,Alice,49.0,Other,New York,Home Appliances,954,2020-01-03,45.75448313358698,Cash,3.0,,598.2535250543268,3,No,No,New,In-Store,19670_Alice,19670_954_In-store,954_Alice,3.8449101470425813,6.395684755740791,1.3862943611198906,0,0,0,1,0,2020-01-03,1,45.75448313358698,45.75448313358698,3.0,0.0,0.0,0.0,1.0,0.0,3.0,598.2535250543268,598.2535250543268,81,3,New,both
51,10775,Charlie,59.0,Other,San Francisco,Electronics,601,2020-01-03,412.3517911977381,Bank Transfer,1.0,Good,2371.915699291731,95,Yes,No,VIP,Online,10775_Charlie,10775_601_Online,601_Charlie,6.024299025057478,7.771874730853929,4.564348191467836,1,0,1,0,0,2020-01-03,1,412.3517911977381,412.3517911977381,1.0,1.0,0.0,1.0,0.0,0.0,95.0,2371.915699291731,2371.915699291731,81,21,New,both
52,18226,Bob,68.0,Male,New York,Home Appliances,863,2020-01-03,251.5872095547003,Credit Card,2.0,Good,2304.20705281608,14,No,Yes,New,Online,18226_Bob,18226_863_Online,863_Bob,5.531756573459012,7.742925779082419,2.70805020110221,0,1,1,0,0,2020-01-03,1,251.5872095547003,251.5872095547003,2.0,0.0,1.0,1.0,0.0,0.0,14.0,2304.20705281608,2304.20705281608,81,13,New,both
53,13152,Alice,31.0,Male,Los Angeles,Clothing,626,2020-01-03,424.9236833127263,PayPal,5.0,,3115.049254940304,18,Yes,No,New,Online,13152_Alice,13152_626_Online,626_Alice,6.0542601830673775,8.044321213971068,2.9444389791664403,1,0,1,0,0,2020-01-03,1,424.9236833127263,424.9236833127263,5.0,1.0,0.0,1.0,0.0,0.0,18.0,3115.049254940304,3115.049254940304,81,22,New,both
54,11585,Bob,27.0,Male,San Francisco,Home Appliances,834,2020-01-03,304.3624894806928,Bank Transfer,4.0,,3325.093444456805,94,No,No,VIP,In-Store,11585_Bob,11585_834_In-store,834_Bob,5.72149956101277,8.109553754504576,4.553876891600541,0,0,0,1,0,2020-01-03,1,304.3624894806928,304.3624894806928,4.0,0.0,0.0,0.0,1.0,0.0,94.0,3325.093444456805,3325.093444456805,81,16,New,both
55,13943,Eve,64.0,Other,Chicago,Electronics,478,2020-01-03,344.0981856961008,PayPal,1.0,Average,2779.99013588214,26,No,No,New,Online,13943_Eve,13943_478_Online,478_Eve,5.843828972762119,7.930562307259727,3.295836866004329,0,0,1,0,0,2020-01-03,1,344.0981856961008,344.0981856961008,1.0,0.0,0.0,1.0,0.0,0.0,26.0,2779.99013588214,2779.99013588214,81,18,New,both
56,17555,John,68.0,Other,Houston,Electronics,300,2020-01-03,496.815764593897,Credit Card,4.0,Excellent,6014.880532392548,47,Yes,No,Regular,Both,17555_John,17555_300_Both,300_John,6.210230057961377,8.702158007120088,3.871201010907891,1,0,0,0,1,2020-01-03,1,496.815764593897,496.815764593897,4.0,1.0,0.0,0.0,0.0,1.0,47.0,6014.880532392548,6014.880532392548,81,25,New,both
57,13073,Charlie,53.0,Other,Los Angeles,Clothing,718,2020-01-03,123.8444175027689,PayPal,,,1832.770292769425,34,No,No,New,Both,13073_Charlie,13073_718_Both,718_Charlie,4.827068302091888,7.514129395664223,3.5553480614894135,0,0,0,0,1,2020-01-03,1,123.8444175027689,123.8444175027689,0.0,0.0,0.0,0.0,0.0,1.0,34.0,1832.770292769425,1832.770292769425,81,7,New,both
58,11021,Bob,51.0,Male,San Francisco,Electronics,349,2020-01-03,315.7333316330803,Bank Transfer,3.0,Average,3912.298691794201,47,No,No,Regular,Online,11021_Bob,11021_349_Online,349_Bob,5.758060194716621,8.272135952492736,3.871201010907891,0,0,1,0,0,2020-01-03,1,315.7333316330803,315.7333316330803,3.0,0.0,0.0,1.0,0.0,0.0,47.0,3912.298691794201,3912.298691794201,81,16,New,both
59,13843,Alice,26.0,Female,New York,Books,508,2020-01-03,235.5574811281252,PayPal,2.0,,2200.461771766355,31,No,No,New,Online,13843_Alice,13843_508_Online,508_Alice,5.466191227567872,7.696876860414724,3.4657359027997265,0,0,1,0,0,2020-01-03,1,235.5574811281252,235.5574811281252,2.0,0.0,0.0,1.0,0.0,0.0,31.0,2200.461771766355,2200.461771766355,81,12,New,both
60,17989,Bob,,Other,Houston,Toys,700,2020-01-03,29.3314569321188,Cash,3.0,,357.0104085353868,58,No,No,Regular,Online,17989_Bob,17989_700_Online,700_Bob,3.412185356554671,5.8805620600992485,4.07753744390572,0,0,1,0,0,2020-01-03,1,29.3314569321188,29.3314569321188,3.0,0.0,0.0,1.0,0.0,0.0,58.0,357.0104085353868,357.0104085353868,81,2,New,both
61,19692,Alice,45.0,Other,New York,Home Appliances,224,2020-01-03,191.4568859707559,Cash,2.0,Bad,,37,No,No,New,In-Store,19692_Alice,19692_224_In-store,224_Alice,5.259872159659954,,3.6375861597263857,0,0,0,1,0,2020-02-15,2,663.5508031831898,331.7754015915949,2.0,0.0,0.5,0.5,0.5,0.0,36.5,4760.699368165937,4760.699368165937,38,47,Regular,both
62,16873,Bob,28.0,Other,San Francisco,Books,212,2020-01-03,68.42200313075075,Bank Transfer,1.0,Average,624.7811483614095,76,Yes,No,Regular,Online,16873_Bob,16873_212_Online,212_Bob,4.240203865257191,6.439000706718099,4.343805421853684,1,0,1,0,0,2020-01-03,1,68.42200313075075,68.42200313075075,1.0,1.0,0.0,1.0,0.0,0.0,76.0,624.7811483614095,624.7811483614095,81,4,New,both
